像我这样的人 (Live),毛不易,686.7万,灵泽う,2022-09-21 17:05:14,知其不可奈何而安之若命，
像我这样的人 (Live),毛不易,686.7万,亚人,2022-09-21 16:18:52,♡⃝ ʜᴇʟʟᴏ ᴬᵁᴳᵁˢᵀ◡̈ ☽⋆;┊ ┊ ┊;孤独是关上灯，与发光的灵魂为伴┊ ┊ ♡;┊ ♡;♡初秋天气晴，宜收集快乐ര‿ര
像我这样的人 (Live),毛不易,686.7万,🤔,2022-09-21 13:57:41,二十出头的年纪碌碌无为的如同行尸走肉般活着
像我这样的人 (Live),毛不易,686.7万,周周～,2022-09-21 09:59:39,999w+
像我这样的人 (Live),毛不易,686.7万,迪士尼在逃公主👸🏻,2022-09-21 09:21:47,我才20岁人生就已经苦的感觉没有尽头
像我这样的人 (Live),毛不易,686.7万,韵雯苏苏,2022-09-21 04:13:34,如今现在这样子的歌根本过不了审
像我这样的人 (Live),毛不易,686.7万,@god,2022-09-21 01:27:03,可能这世间人与人最公平的就是终究变成一杯土吧
像我这样的人 (Live),毛不易,686.7万,婠婠（wān）,2022-09-20 20:48:41,口哨挺厉害啊
像我这样的人 (Live),毛不易,686.7万,一小只芽,2022-09-20 18:59:12,听着歌，翻着评论，朋友你也跟我一样吧。
像我这样的人 (Live),毛不易,686.7万,庸,2022-09-20 02:38:58,我这样的人，冷漠吗？善良吗？懦弱的飞蛾扑火吗？反正一定是莫名奇妙叭。所以才没有人心疼😇
像我这样的人 (Live),毛不易,686.7万,阿册,2022-09-20 02:04:43,自求多福
像我这样的人 (Live),毛不易,686.7万,Life、,2022-09-19 20:34:08,每次听这首歌眼泪都会自己流下来，其实我很孤独，我也怕孤独。
像我这样的人 (Live),毛不易,686.7万,惊鸿一瞥,2022-09-19 13:57:26,像我这样的人，不敢爱人，不配被爱
像我这样的人 (Live),毛不易,686.7万,许多书房董敏,2022-09-19 11:09:35,心比天高，命比纸薄，要认命吗
像我这样的人 (Live),毛不易,686.7万,难遇.,2022-09-19 01:33:16,只要不上学你就会面临一个巨大的挑战它的名字叫生活。
像我这样的人 (Live),毛不易,686.7万,L,2022-09-19 00:34:41,满腹心酸委屈不知道哭给谁，生活和学习的压力太大了，我知道对于我这个初中生来说，不配跟大人谈什么压力，但是我也是憋到极限了，但凡我还能忍住的话我真不会哭，这次边听眼泪边掉，可能对于我这个重度抑郁停一年学的人来说，可能真的只有一了百了才是真正最好的放松和解脱，说句心里话，恳请老天爷放了我了，快扛不住了，已经进过三次急救了，但愿下一站是殡仪馆吧，这样能少受点折磨
像我这样的人 (Live),毛不易,686.7万,对方已离线,2022-09-18 21:36:23,那一年，才华战胜了资本
像我这样的人 (Live),毛不易,686.7万,,2022-09-18 20:59:11,好难啊
像我这样的人 (Live),毛不易,686.7万,🐶崽崽,2022-09-18 20:10:46,像我这样废的人
像我这样的人 (Live),毛不易,686.7万,放电的丘比特,2022-09-18 03:37:28,像我这样的人
像我这样的人 (Live),毛不易,686.7万,亦東風_,2022-09-17 22:54:38,像我这样碌碌无为的人世界上还有多少人
像我这样的人 (Live),毛不易,686.7万,空    心,2022-09-17 19:13:30,亲们， 今天一个人放弃了我，心里有好多不甘，有好多好多话，   请你以后照顾好自己，我走了。
像我这样的人 (Live),毛不易,686.7万,i,2022-09-17 15:53:26,一定有人心疼你
像我这样的人 (Live),毛不易,686.7万,安河桥不是情歌,2022-09-17 09:42:24,想我这样的人…
像我这样的人 (Live),毛不易,686.7万,ジ流年兮落了岁月ゝ,2022-09-17 02:39:46,这是经历了什么啊
像我这样的人 (Live),毛不易,686.7万,.,2022-09-17 01:08:15,任何人都像我，我却不像任何人
像我这样的人 (Live),毛不易,686.7万,LiLy-莉莉,2022-09-17 00:20:09,每次听都会泪流成河
像我这样的人 (Live),毛不易,686.7万,少说不困,2022-09-17 00:12:24,为什么好多事一说就流泪
像我这样的人 (Live),毛不易,686.7万,。,2022-09-16 22:27:15,像我这样的人
像我这样的人 (Live),毛不易,686.7万,刘闻钦.,2022-09-16 21:20:58,人生错位了哈哈哈哈哈
像我这样的人 (Live),毛不易,686.7万,刘闻钦.,2022-09-16 21:20:40,聪明的傻子
像我这样的人 (Live),毛不易,686.7万,〃℡阿羡,2022-09-16 15:31:29,愿看见这条信息的人，永远是被爱的那个人，永远永远不要去吃爱一个人的苦，太苦了，太苦了，太痛了
像我这样的人 (Live),毛不易,686.7万,陌生人,2022-09-16 13:02:31,2022-一起加油.
像我这样的人 (Live),毛不易,686.7万,那就晚安,2022-09-16 01:16:51,好累啊，睁眼就上班，下班就要睡觉，真的好累，压力好大啊
像我这样的人 (Live),毛不易,686.7万,🤯,2022-09-15 21:38:29,2022-加油.
像我这样的人 (Live),毛不易,686.7万,千岛,2022-09-15 16:58:35,毛哥的歌确实很爱，百听不厌
像我这样的人 (Live),毛不易,686.7万,小滿,2022-09-15 11:43:12,这首歌好像在倾诉我的心事，好听，听完想哭！！！
像我这样的人 (Live),毛不易,686.7万,星星,2022-09-15 10:10:45,无名的人  像我这样的人。
像我这样的人 (Live),毛不易,686.7万,Dreamer Lee,2022-09-14 21:36:39,听得懂亦自然懂
像我这样的人 (Live),毛不易,686.7万,但以理,2022-09-14 20:31:53,像我这样渣的人……
像我这样的人 (Live),毛不易,686.7万,听雨偏落江南,2022-09-14 13:59:27,像我这样莫名其妙的人 会不会有人心疼
像我这样的人 (Live),毛不易,686.7万,这一天天的,2022-09-14 09:20:20,今天 9月14号我现在内心很忧郁，感觉抑郁了， 我不知道抑郁症有什么症状， 有没有抑郁症患者和我一样 一个人默默的听歌 默默的哭泣 默默的默默的想结束自己 默默的失眠  默默的渺小 默默的觉得自己没用  如果屏幕那边的你和我一样 我们互相安慰 无轮你什么样 我只想得到关心 几句话能把自己写苦 不要歧视我 我的真的坚持不下去了
像我这样的人 (Live),毛不易,686.7万,✿҉͜玖࿆͜曦࿆͜❀҉࿈,2022-09-13 17:44:37,好听
像我这样的人 (Live),毛不易,686.7万,🍀丄關達興🍀,2022-09-13 16:13:17,师父说：释怀吧，;有时候上天没有给你想要的，;不是因为你不配，;而是你值得拥有更好的，;“你是吉人，自有天眷”，;请给好运和惊喜一些时间！;遇见的都是天意，拥有的都是幸运。;世界上有一千种等待，;最好的那种叫做未来可期……
像我这样的人 (Live),毛不易,686.7万,.,2022-09-13 14:18:28,终究还是成为像他人口中那样的人。
像我这样的人 (Live),毛不易,686.7万,执着,2022-09-13 11:23:52,二十多年到头还在人海浮沉
像我这样的人 (Live),毛不易,686.7万,baby,2022-09-13 10:50:06,贴近生活贴近现实
像我这样的人 (Live),毛不易,686.7万,洛亦仙♀️,2022-09-13 10:13:51,刚才想起小时候爱看碟战片，记得有次学校升旗仪式上有一个男生中暑晕倒了，我大声喊到：“有狙击手，快卧倒！！！”只见全校师生都趴在地上，十几年了，校长还记得我，学校还流传着我的传说。。。
像我这样的人 (Live),毛不易,686.7万,星辰,2022-09-13 03:33:46,毛不易自己过的很好，却一直用歌词治愈我们…
像我这样的人 (Live),毛不易,686.7万,YL,2022-09-12 09:45:35,我从小到大都是被否定，但是我一直在努力去证明自己，但是不知道是在高几的时候，我意识到我努力证明了很多，但却总在被否定，不会生活也好，不努力也好，所有人都将我的努力成果归功于天赋太高，再证明太多也是没用的，所以我开始思考我为了什么在努力，为了什么活着，或许是因为自己的没用才那么努力的去学习吧！不管怎么说了，高中三年一晃而过，也算问心无愧，2022届高考毕业生，已经到大学进修，希望正在高中觉得头疼的你能无视外界的干扰，一心向前。
像我这样的人 (Live),毛不易,686.7万,　⁡⁤⁣　⁠,2022-09-11 12:53:10,毛不易的歌，容易产生共鸣。真的很喜欢。
像我这样的人 (Live),毛不易,686.7万,红尘来去散无痕,2022-09-11 10:06:51,我真的是迷茫又碌碌无为，做事三分钟热度，遇到点挫折就放弃，没有方向没有目标没有未来
像我这样的人 (Live),毛不易,686.7万,换头？下辈子,2022-09-11 08:19:49,迷茫，还是迷茫，对我来说最深的词迷茫……
像我这样的人 (Live),毛不易,686.7万,灰与青,2022-09-10 23:33:03,第一次离家这么远过中秋节 其实难过的是为什么还要复读一年  看着以前班群中同学们军训的事  有点心酸 也不是真考的上不起大学 有点家里推着走的 也有自己想要追求自己想要的  可是还是会难过  复读真的很难过 遇到了以前从没有遇过的人 喝酒 渣男 渣女……每每难过时都会想我为什么高中不好学好这样就不会再来这艰难的一年 难过……
像我这样的人 (Live),毛不易,686.7万,就是爱音乐,2022-09-10 23:00:16,自命不凡的我，却生来平凡。这份平凡使我不得不自强。每个人都会认为自己就是那个小说的主角，却常常忘了站着的现实。人总是会认为自己是天选之人，是世界上最优秀的人。
像我这样的人 (Live),毛不易,686.7万,那株李花绽放,2022-09-10 22:50:19,要怎样，才能过好、这一生
像我这样的人 (Live),毛不易,686.7万,故事止于盛夏,2022-09-10 18:16:35,许如书
像我这样的人 (Live),毛不易,686.7万,🥺已黑化,2022-09-10 16:46:38,最喜欢这首歌了
像我这样的人 (Live),毛不易,686.7万,cool.w,2022-09-10 15:22:29,无论我是怎样的人，即便未来一无所有，绝不接受平庸，绝不向现实妥协
像我这样的人 (Live),毛不易,686.7万,jim,2022-09-10 13:39:09,说得就是我😭
像我这样的人 (Live),毛不易,686.7万,雅痞雅痞,2022-09-10 02:52:27,就不是啥好人啊，自私，虚伪！
像我这样的人 (Live),毛不易,686.7万,Eason,2022-09-10 02:13:59,原来即使我变得优秀，也。。。
像我这样的人 (Live),毛不易,686.7万,.,2022-09-09 23:31:20,所有的事情都是一团糟 😖
像我这样的人 (Live),毛不易,686.7万,可惜不是你。,2022-09-09 21:50:49,自命不凡命自凡，自以为是以为是。
像我这样的人 (Live),毛不易,686.7万,桐桐 ,2022-09-09 19:54:52,今年40了 两个孩子 每次听这歌我都想哭 想找个没人的地方大哭一场，男人太难了。
像我这样的人 (Live),毛不易,686.7万,Алёна,2022-09-09 18:46:27,像我这样的人多了去了，每天忙忙碌碌，担心着吃不饱饭，但我不信邪，我要自己闯出一片天
像我这样的人 (Live),毛不易,686.7万,十月,2022-09-09 17:50:42,没有录音棚版吗
像我这样的人 (Live),毛不易,686.7万,不负.,2022-09-09 17:45:34,巨星不易👏
像我这样的人 (Live),毛不易,686.7万,唉！那谁,2022-09-09 14:52:03,像我这样的人，脾气直，说话好得罪人，不过以后我会注意，人还是要善良懂得感恩的，往后余生加油！亲爱的自己！不要在为难自己了，要多爱自己。
像我这样的人 (Live),毛不易,686.7万,那么源,2022-09-09 13:16:11,像我这样自命不凡又庸碌平凡的人
像我这样的人 (Live),毛不易,686.7万,潘飞延,2022-09-08 22:56:53,余欢水
像我这样的人 (Live),毛不易,686.7万,love明日by,2022-09-08 22:44:44,会有人心疼我吧。那个人一定不是我的儿子
像我这样的人 (Live),毛不易,686.7万,GA JT.,2022-09-08 22:19:57,1
像我这样的人 (Live),毛不易,686.7万,下雨了,2022-09-08 22:07:00,当时我看明日之子的时候，想到底是经历过什么才能写出这么深沉这么好的词😢😢
像我这样的人 (Live),毛不易,686.7万,Dear Leslie,2022-09-08 21:54:54,像我这样的人  ，怎能配得上在这个世界上最幸福的事和人    不是怨了 只是觉得   有自己爱的家人  很知足     不想别的什么人了
像我这样的人 (Live),毛不易,686.7万,share.,2022-09-08 18:50:27,句句歌词扎心了
像我这样的人 (Live),毛不易,686.7万,梦一年,2022-09-08 08:35:28,来过
像我这样的人 (Live),毛不易,686.7万,dauntless,2022-09-08 01:15:16,记得17岁那年， 第一次和她接吻 ，快亲上的时候， 她突然说等一下 ，我就纳闷了， 她要干嘛？只见她小心翼翼地从兜里拿出三个糖， 就上好佳那种圆的 ，草莓苹果和荔枝味的 ，她让我挑一个喜欢的， 我指了一下那个荔枝的 ，然后问她干嘛? 她二话不说，马上撕开糖纸 ，就把那颗糖给吃了 ，然后一把扯过我的脖子 ，我俩就接吻了 ，全程一股荔枝味 。后来她跟我说 ，人生那么长， 我没有自信能让你记住我， 但是你既然喜欢吃荔枝味的糖 我只能让你记住 我和你接吻是荔枝味的， 这样以后你吃荔枝味的东西都能想起我， 虽然我们分手了，但是我一点也不难过，因为这是我复制的。
像我这样的人 (Live),毛不易,686.7万,7.,2022-09-08 01:01:03,太好听了
像我这样的人 (Live),毛不易,686.7万,暗號,2022-09-08 00:02:09,像我这样平凡的人，这种莫名其妙的人;应该不会有人喜欢吧
像我这样的人 (Live),毛不易,686.7万,Yay~,2022-09-07 21:29:13,有时候想想，走了解脱了……已经没有活下去的意义了……
像我这样的人 (Live),毛不易,686.7万,🌈,2022-09-07 18:46:53,毛毛是INFP吗
像我这样的人 (Live),毛不易,686.7万,张明德,2022-09-07 14:55:35,我的随笔;有没有一扇窗，让你看不到世间有人在流浪！;有没有一束光，让你看到一切是那么的善良！;有没有一种花，让你看不到它凋谢时的落寞！;有没有一个人，让你在这轮回里不再去遗忘！;清风吹向小村口的海棠，;春雨洒在思念中的故乡。;仿佛又见儿时般的自己，;流着泪水狰狞带着彷徨。;乡间偶遇久别旧日情长，;挥袖梦醒抓不住的时光。;——张明德
像我这样的人 (Live),毛不易,686.7万,空,2022-09-07 03:07:14,像我这样的人，我真希望自己从未来过这个世界。
像我这样的人 (Live),毛不易,686.7万,我爱听音乐,2022-09-07 00:55:07,心里难受好想大哭一场，可惜我是男人，没人心疼
像我这样的人 (Live),毛不易,686.7万,七月上,2022-09-06 22:28:24,啥也不是
像我这样的人 (Live),毛不易,686.7万,七月上,2022-09-06 22:28:11,唉
像我这样的人 (Live),毛不易,686.7万,泡沫,2022-09-06 18:00:53,普通人
像我这样的人 (Live),毛不易,686.7万,泡沫,2022-09-06 18:00:27,歌中注入了情
像我这样的人 (Live),毛不易,686.7万,岁月悠悠,2022-09-06 14:56:12,在没条件的时候错过最想娶的人;但愿在有条件的时候得到最合适的人吧
像我这样的人 (Live),毛不易,686.7万,岁月悠悠,2022-09-06 14:54:33,在没有条件的时候错过最想要娶的人，但愿在有条件的时候得到最合适的人
像我这样的人 (Live),毛不易,686.7万,8.3,2022-09-06 09:20:01,27了 祝自己生日快乐
像我这样的人 (Live),毛不易,686.7万,快乐代名词.,2022-09-06 02:55:29,像我这样莫名其妙的人，会不会有人心疼；像我这样性格矛盾的人，会不会被理解…
像我这样的人 (Live),毛不易,686.7万,怪咖.,2022-09-06 00:27:11,加油陌生人
像我这样的人 (Live),毛不易,686.7万,⛷,2022-09-05 22:25:24,不管有多少歌，还是这首歌让我感触最深😭
像我这样的人 (Live),毛不易,686.7万,阿栋,2022-09-05 21:47:38,我是一个赌狗，25岁的年华，面上没洋溢着一点青春灿烂。有一个爱自己的老婆，两个女儿，父母还帮忙看望孩子日常，虽然没车没房，但她们从不要求我要拥有这些。多好啊！上天为什么要让我来害她们？她们值得拥有一个好儿子，一个好丈夫，一个好爸爸，而不是我这个废物，唉！看到她们，好内疚，痛彻心扉的内疚。父母受了半辈子苦养大我，而我却带给他俩的只有一次次伤心失望。妻子18岁跟我，没婚礼，没婚戒，就这样给我生了2个可爱的女孩，而自己除了给她画饼，没一样实现过的……
像我这样的人 (Live),毛不易,686.7万,安之若素,2022-09-05 19:40:05,我不知道还有什么值得我留恋的，从小把我带大的外婆离世，我养了7年多的狗狗也离开了，我最后一个也是唯一一个亲人，妈妈也离开了，我没有了家，我爱的男人，也不要我了，这世界很大，可是我竟不知道哪里可以容下我
像我这样的人 (Live),毛不易,686.7万,凤去台空江自流,2022-09-05 19:12:27,可恶  要钱才能听
像我这样的人 (Live),毛不易,686.7万,若失憶〃能否再一見钟情,2022-09-05 17:55:07,像我这样的人听着歌跟着唱，唱着唱着就闭上了眼睛，全心投入了
像我这样的人 (Live),毛不易,686.7万,紫蜗牛,2022-09-05 13:43:39,字字诛心，句句潸然～
像我这样的人 (Live),毛不易,686.7万,柒姑娘,2022-09-05 09:16:57,经常去反思人生值不值得;很迷茫    回头再来听听这首歌，就好多了
像我这样的人 (Live),毛不易,686.7万,新世界的时王,2022-09-04 22:59:05,背井离乡真的很累，迷茫无助，我17岁出来打工
像我这样的人 (Live),毛不易,686.7万,等风吹来好消息.,2022-09-04 22:11:23,2022年9月4日听着歌，抽着烟，看着评论，流着眼泪.
像我这样的人 (Live),毛不易,686.7万,　　　　,2022-09-04 21:49:46,飞鸟🐦与鱼🐟
像我这样的人 (Live),毛不易,686.7万,凡夫俗子,2022-09-04 20:27:43,2022.09.04没有很快乐，平平淡淡，有些迷茫……
像我这样的人 (Live),毛不易,686.7万,挟飞仙以遨游,2022-09-04 19:43:47,想听又不敢听的一首歌😭
像我这样的人 (Live),毛不易,686.7万,自信即巅峰,2022-09-04 17:08:43,滴滴
像我这样的人 (Live),毛不易,686.7万,星天行,2022-09-04 16:38:02,爸爸曾经也是意气风发激昂文字的少年郎啊😭
像我这样的人 (Live),毛不易,686.7万,星天行,2022-09-04 16:35:13,华成宇一辈子也写不出这么好的作品出来。;不好意思，说错了，重说。;华成宇全家十八代也写不出这么好的作品出来。;哪怕一句，他也写不出！
像我这样的人 (Live),毛不易,686.7万,咖啡,2022-09-04 15:40:35,像我这样的人
像我这样的人 (Live),毛不易,686.7万,捂风挽笑,2022-09-04 14:26:56,怎么偶尔听到老歌时，忽然也晃了神！
像我这样的人 (Live),毛不易,686.7万,柒姑娘,2022-09-04 14:26:05,时隔多年，再来听，依然很有触感，每个阶段每个感受，希望听不懂人永远听不懂
像我这样的人 (Live),毛不易,686.7万,最近的距离、遥远的你,2022-09-04 10:31:13,像我这样的人😣😣
像我这样的人 (Live),毛不易,686.7万,英姿飒爽,2022-09-04 04:42:07,我终于知道一段不能有结果的感情，要及时止损，再爱也不回头了
像我这样的人 (Live),毛不易,686.7万,芃荭僰,2022-09-04 01:27:40,今天是2022年九月四日凌晨一点二十七 天气阴雨  我一名高三的学生还没睡  对自己的未来一片迷茫  明明不甘一辈子按部就班的过下去 却好像又不得不如此
像我这样的人 (Live),毛不易,686.7万,皆空,2022-09-04 00:27:58,啊啊啊啊啊啊
像我这样的人 (Live),毛不易,686.7万,小玲儿,2022-09-04 00:21:25,一开始只是喜欢听，后来再听已是曲中人
像我这样的人 (Live),毛不易,686.7万,a sir,2022-09-03 22:50:55,当你离梦想越来越远时，你是否还会冷静
像我这样的人 (Live),毛不易,686.7万,HS .,2022-09-03 21:53:21,像我这样碌碌无为的人，你还见过多少人。
像我这样的人 (Live),毛不易,686.7万,M,2022-09-03 20:32:33,夸着夸着就笑了，笑着笑着就哭了，原来笑着哭是喜悦，而哭着笑才最解人心
像我这样的人 (Live),毛不易,686.7万,七里香苕皮,2022-09-03 18:10:47,我就是这样的人矛盾复合体
像我这样的人 (Live),毛不易,686.7万,Superman,2022-09-03 03:07:38,今天是2022年9月3日 03:05 再听到这首歌 我突然明白了这首歌里的孤独和穷，初听是曲，再听我已是曲中人，愿看到这条评论的人，别彷徨，有人爱，不孤独，也顺利😭
像我这样的人 (Live),毛不易,686.7万,赴,2022-09-03 01:40:13,yyds
像我这样的人 (Live),毛不易,686.7万,赴,2022-09-03 01:39:38,好听
像我这样的人 (Live),毛不易,686.7万,young.,2022-09-02 23:08:26,月难圆 肩难并
像我这样的人 (Live),毛不易,686.7万,✌️,2022-09-02 19:34:04,要表演这一首歌 好紧张😭
像我这样的人 (Live),毛不易,686.7万,你的名字,2022-09-02 15:58:01,世界没有钱就好了
像我这样的人 (Live),毛不易,686.7万,泡芙,2022-09-02 15:56:11,像我这样在懵懵懂懂的高中年龄段认真喜欢过一个男孩他也喜欢我的人，大学毕业后来因为家境不同分开的两个人，后来都怎么样了呢😀，哈哈哈哈哈哈哈哈哈哈哈哈，大声笑大声笑，祝愿他能无病无灾，幸福安好。然后，就剩时间慢慢告诉自己接受这一切，接受各自安好，努力向上
像我这样的人 (Live),毛不易,686.7万,临石观海,2022-09-02 14:45:11,总有一句词会勾起我的伤感，而小毛，句句写在泪腺😭
像我这样的人 (Live),毛不易,686.7万,南枯竹凌,2022-09-02 02:50:53,今天是2022年的9月2号，已经凌晨两点多了，新的一个月的1号也过去了，努力吧，低沉也没事的，老骨头就好了
像我这样的人 (Live),毛不易,686.7万,.,2022-09-02 01:56:30,像我这样庸俗的人，生来就很深沉
像我这样的人 (Live),毛不易,686.7万,失眠夜.,2022-09-02 00:54:15,或许是今天心情不太好 让我觉得很烦 又或许是心事太多 压的我好累
像我这样的人 (Live),毛不易,686.7万,揽,2022-09-02 00:51:36,是啊 像我这样的人你怎么会跟我爱下去 再见了苏文雪
像我这样的人 (Live),毛不易,686.7万,Nananuna,2022-09-02 00:41:34,2022年了我有成就了嘛……
像我这样的人 (Live),毛不易,686.7万,らんぼうないぬ,2022-09-01 22:57:49,从今往后，我学着...学着长大
像我这样的人 (Live),毛不易,686.7万,G_H_W888,2022-09-01 22:45:43,2022.9.1愿我今年的愿望实现
像我这样的人 (Live),毛不易,686.7万,梦阿,2022-09-01 13:40:13,经历
像我这样的人 (Live),毛不易,686.7万,玛卡.巴卡,2022-09-01 08:48:17,听这一首歌，不同的年龄有着不同的感受，哎，像我这样碌碌无为的人，你还见过多少人，今年21岁
像我这样的人 (Live),毛不易,686.7万,你是莉莉安还是董小姐,2022-09-01 01:23:51,我想和你和解了
像我这样的人 (Live),毛不易,686.7万,_crrrush-,2022-08-31 23:10:04,人海里浮沉
像我这样的人 (Live),毛不易,686.7万,Dylan.,2022-08-31 23:00:57,像我这样蠢笨的人 你又怎么会喜欢呢。
像我这样的人 (Live),毛不易,686.7万,张睿,2022-08-31 21:44:58,我只有一个要求，希望未来的我心依旧似火焰
像我这样的人 (Live),毛不易,686.7万,🐇养兔子🐇,2022-08-31 12:26:00,初闻不知曲中意，再闻已是曲中人。 既然已是曲中人，何必再听曲中曲。 曲中轻忆梦中人，梦醒时分叹红尘。 曲终人散梦已醒，何处再寻梦中人。 梦中合唱凤求凰，梦醒独奏离别赋。 即知曲人存于梦，何故执于曲外人。 多少痴梦多少等，难诉痴情曲中人。 一萧一页红尘事，一弦一曲了人生。 既然已是曲中人，何必在悟曲中意。 不愿再做曲中人，奈何越听越沉沦。 曲中曲，人中人，曲散人终离，曲终人散早成空。一曲断肝肠，天涯何处觅知音 .
像我这样的人 (Live),毛不易,686.7万,怡悦倾心,2022-08-31 09:50:23,毛老师真的是音乐天才
像我这样的人 (Live),毛不易,686.7万,菊姐姐,2022-08-31 06:56:37,听这首歌往往听到我想哭。。。
